Date,Traded Contract(Lots),Quantity (000's),Total Value (Lacs),Instrument Type
23-May-19,4098,102.45,21917.96,FUTCOM
24-May-19,6072,151.80,32745.14,FUTCOM
27-May-19,12269,306.73,67235.02,FUTCOM
28-May-19,8072,201.80,44725.98,FUTCOM
29-May-19,5932,148.30,32701.53,FUTCOM
30-May-19,5999,149.98,32957.52,FUTCOM
31-May-19,5434,135.85,29882.57,FUTCOM
03-Jun-19,4109,102.73,22428.38,FUTCOM
04-Jun-19,2862,71.55,15732.61,FUTCOM
05-Jun-19,1393,34.83,7672.31,FUTCOM
06-Jun-19,3936,98.40,21407.30,FUTCOM
07-Jun-19,3733,93.33,20106.65,FUTCOM
10-Jun-19,3866,96.65,20601.07,FUTCOM
11-Jun-19,4957,123.93,26394.70,FUTCOM
12-Jun-19,3932,98.30,21003.79,FUTCOM
13-Jun-19,3867,96.68,20790.04,FUTCOM
14-Jun-19,3312,82.80,17833.49,FUTCOM
17-Jun-19,3583,89.58,19406.14,FUTCOM
18-Jun-19,7062,176.55,38447.51,FUTCOM
19-Jun-19,3644,91.10,19976.39,FUTCOM
20-Jun-19,7814,195.35,42881.28,FUTCOM
21-Jun-19,2977,74.43,16234.80,FUTCOM
24-Jun-19,2573,64.33,14000.52,FUTCOM
25-Jun-19,3104,77.60,16815.76,FUTCOM
26-Jun-19,4111,102.78,22351.57,FUTCOM
27-Jun-19,3859,96.48,21054.22,FUTCOM
28-Jun-19,3407,85.18,18643.08,FUTCOM
01-Jul-19,3153,78.83,17089.31,FUTCOM
02-Jul-19,2033,50.83,10885.93,FUTCOM
03-Jul-19,1250,31.25,6673.70,FUTCOM
04-Jul-19,1271,31.78,6810.89,FUTCOM
05-Jul-19,1989,49.73,10574.43,FUTCOM
08-Jul-19,2157,53.93,11378.36,FUTCOM
09-Jul-19,2854,71.35,14900.38,FUTCOM
10-Jul-19,1727,43.18,9058.31,FUTCOM
11-Jul-19,1599,39.98,8390.08,FUTCOM
12-Jul-19,965,24.13,5048.77,FUTCOM
15-Jul-19,1386,34.65,7310.95,FUTCOM
16-Jul-19,2643,66.08,14065.50,FUTCOM
17-Jul-19,3265,81.63,17452.48,FUTCOM
18-Jul-19,6731,168.28,35995.45,FUTCOM
19-Jul-19,2695,67.38,14254.79,FUTCOM
22-Jul-19,3229,80.73,17089.96,FUTCOM
23-Jul-19,2454,61.35,12971.02,FUTCOM
24-Jul-19,3633,90.83,19257.12,FUTCOM
25-Jul-19,3933,98.33,20812.03,FUTCOM
26-Jul-19,2454,61.35,12953.09,FUTCOM
29-Jul-19,1917,47.93,9981.99,FUTCOM
30-Jul-19,2642,66.05,13651.61,FUTCOM
31-Jul-19,2289,57.23,11793.71,FUTCOM
01-Aug-19,1195,29.88,6138.85,FUTCOM
02-Aug-19,2275,56.88,11463.33,FUTCOM
05-Aug-19,3498,87.45,17150.51,FUTCOM
06-Aug-19,2031,50.78,10062.02,FUTCOM
07-Aug-19,2693,67.33,13422.88,FUTCOM
08-Aug-19,2187,54.68,10991.14,FUTCOM
09-Aug-19,965,24.13,4863.95,FUTCOM
12-Aug-19,435,10.88,2200.43,FUTCOM
13-Aug-19,1639,40.98,8313.45,FUTCOM
14-Aug-19,1067,26.68,5457.35,FUTCOM
16-Aug-19,939,23.48,4802.10,FUTCOM
19-Aug-19,1515,37.88,7747.66,FUTCOM
20-Aug-19,1136,28.40,5814.26,FUTCOM
21-Aug-19,984,24.60,5039.51,FUTCOM
22-Aug-19,1306,32.65,6829.04,FUTCOM
23-Aug-19,2047,51.18,10524.74,FUTCOM
26-Aug-19,2411,60.28,12261.11,FUTCOM
27-Aug-19,1478,36.95,7515.48,FUTCOM
28-Aug-19,1834,45.85,9380.81,FUTCOM
29-Aug-19,2343,58.58,11948.52,FUTCOM
30-Aug-19,2876,71.90,14835.68,FUTCOM
02-Sep-19,87,2.18,425.51,FUTCOM
03-Sep-19,1290,32.25,6259.92,FUTCOM
04-Sep-19,833,20.83,4033.25,FUTCOM
05-Sep-19,673,16.83,3262.76,FUTCOM
06-Sep-19,662,16.55,3210.39,FUTCOM
09-Sep-19,568,14.20,2749.32,FUTCOM
10-Sep-19,627,15.68,3050.51,FUTCOM
11-Sep-19,795,19.88,3859.11,FUTCOM
12-Sep-19,1627,40.68,7978.28,FUTCOM
13-Sep-19,1295,32.38,6403.61,FUTCOM
16-Sep-19,977,24.43,4826.29,FUTCOM
17-Sep-19,1875,46.88,9190.04,FUTCOM
18-Sep-19,1006,25.15,4921.64,FUTCOM
19-Sep-19,673,16.83,3307.64,FUTCOM
20-Sep-19,693,17.33,3413.88,FUTCOM
23-Sep-19,1337,33.43,6511.24,FUTCOM
24-Sep-19,1484,37.10,7211.95,FUTCOM
25-Sep-19,1264,31.60,6154.96,FUTCOM
26-Sep-19,786,19.65,3840.28,FUTCOM
27-Sep-19,1580,39.50,7768.71,FUTCOM
30-Sep-19,2760,69.00,13677.84,FUTCOM
01-Oct-19,1392,34.80,6754.38,FUTCOM
03-Oct-19,1322,33.05,6458.36,FUTCOM
04-Oct-19,1097,27.43,5342.67,FUTCOM
07-Oct-19,632,15.80,3082.72,FUTCOM
08-Oct-19,328,8.20,1590.61,FUTCOM
09-Oct-19,1254,31.35,6054.09,FUTCOM
10-Oct-19,540,13.50,2615.49,FUTCOM
11-Oct-19,988,24.70,4806.00,FUTCOM
14-Oct-19,1520,38.00,7380.36,FUTCOM
15-Oct-19,1470,36.75,7156.56,FUTCOM
16-Oct-19,1007,25.18,4888.84,FUTCOM
17-Oct-19,844,21.10,4100.05,FUTCOM
18-Oct-19,710,17.75,3450.82,FUTCOM
21-Oct-19,251,6.28,1217.72,FUTCOM
22-Oct-19,1689,42.23,8132.27,FUTCOM
23-Oct-19,610,15.25,2950.60,FUTCOM
24-Oct-19,832,20.80,4033.36,FUTCOM
25-Oct-19,1061,26.53,5125.99,FUTCOM
27-Oct-19,342,8.55,1651.29,FUTCOM
28-Oct-19,251,6.28,1212.30,FUTCOM
29-Oct-19,703,17.58,3410.21,FUTCOM
30-Oct-19,668,16.70,3241.12,FUTCOM
31-Oct-19,1675,41.88,8142.38,FUTCOM
01-Nov-19,986,24.65,4780.25,FUTCOM
04-Nov-19,1368,34.20,6670.22,FUTCOM
05-Nov-19,886,22.15,4295.78,FUTCOM
06-Nov-19,1257,31.43,6075.25,FUTCOM
07-Nov-19,1374,34.35,6645.28,FUTCOM
08-Nov-19,1093,27.33,5260.00,FUTCOM
11-Nov-19,2233,55.83,10639.11,FUTCOM
12-Nov-19,304,7.60,1443.88,FUTCOM
13-Nov-19,1380,34.50,6586.86,FUTCOM
14-Nov-19,1458,36.45,6965.95,FUTCOM
15-Nov-19,1074,26.85,5162.54,FUTCOM
18-Nov-19,972,24.30,4664.13,FUTCOM
19-Nov-19,1051,26.28,5033.22,FUTCOM
20-Nov-19,920,23.00,4412.28,FUTCOM
21-Nov-19,1242,31.05,5937.69,FUTCOM
22-Nov-19,1373,34.33,6557.81,FUTCOM
25-Nov-19,1236,30.90,5915.51,FUTCOM
26-Nov-19,1464,36.60,7054.28,FUTCOM
27-Nov-19,841,21.03,4055.34,FUTCOM
28-Nov-19,588,14.70,2823.55,FUTCOM
29-Nov-19,791,19.78,3791.68,FUTCOM
02-Dec-19,801,20.03,3835.30,FUTCOM
03-Dec-19,584,14.60,2785.44,FUTCOM
04-Dec-19,1002,25.05,4775.99,FUTCOM
05-Dec-19,696,17.40,3322.55,FUTCOM
06-Dec-19,819,20.48,3911.43,FUTCOM
09-Dec-19,877,21.93,4222.54,FUTCOM
10-Dec-19,539,13.48,2583.75,FUTCOM
11-Dec-19,691,17.28,3297.00,FUTCOM
12-Dec-19,764,19.10,3659.42,FUTCOM
13-Dec-19,1681,42.03,8099.47,FUTCOM
16-Dec-19,1016,25.40,4906.78,FUTCOM
17-Dec-19,1056,26.40,5075.63,FUTCOM
18-Dec-19,1080,27.00,5172.84,FUTCOM
19-Dec-19,1602,40.05,7697.29,FUTCOM
20-Dec-19,1666,41.65,8034.59,FUTCOM
23-Dec-19,2344,58.60,11327.48,FUTCOM
24-Dec-19,3146,78.65,15105.61,FUTCOM
26-Dec-19,1896,47.40,9176.39,FUTCOM
27-Dec-19,1275,31.88,6205.46,FUTCOM
30-Dec-19,1415,35.38,6917.08,FUTCOM
31-Dec-19,1748,43.70,8538.61,FUTCOM
01-Jan-20,833,20.83,4090.94,FUTCOM
02-Jan-20,1597,39.93,7858.82,FUTCOM
03-Jan-20,2142,53.55,10531.11,FUTCOM
06-Jan-20,1475,36.88,7286.32,FUTCOM
07-Jan-20,1716,42.90,8508.54,FUTCOM
08-Jan-20,1774,44.35,8794.09,FUTCOM
09-Jan-20,1370,34.25,6811.22,FUTCOM
10-Jan-20,4297,107.43,21599.59,FUTCOM
13-Jan-20,2432,60.80,12254.16,FUTCOM
14-Jan-20,1646,41.15,8239.43,FUTCOM
15-Jan-20,2372,59.30,11825.42,FUTCOM
16-Jan-20,2357,58.93,11675.43,FUTCOM
17-Jan-20,2820,70.50,14042.36,FUTCOM
20-Jan-20,1955,48.88,9716.32,FUTCOM
21-Jan-20,1562,39.05,7715.20,FUTCOM
22-Jan-20,4284,107.10,21143.96,FUTCOM
23-Jan-20,3296,82.40,16276.00,FUTCOM
24-Jan-20,4136,103.40,20293.56,FUTCOM
27-Jan-20,5216,130.40,25186.94,FUTCOM
28-Jan-20,1178,29.45,5743.09,FUTCOM
29-Jan-20,2050,51.25,10080.95,FUTCOM
30-Jan-20,1050,26.25,5123.56,FUTCOM
31-Jan-20,1507,37.68,7318.66,FUTCOM
01-Feb-20,309,7.73,1498.95,FUTCOM
03-Feb-20,3001,75.03,14343.89,FUTCOM
04-Feb-20,1785,44.63,8631.61,FUTCOM
05-Feb-20,1458,36.45,7085.19,FUTCOM
06-Feb-20,914,22.85,4450.98,FUTCOM
07-Feb-20,2122,53.05,10229.26,FUTCOM
10-Feb-20,1566,39.15,7481.59,FUTCOM
11-Feb-20,773,19.33,3708.49,FUTCOM
12-Feb-20,1413,35.33,6780.94,FUTCOM
13-Feb-20,1285,32.13,6181.43,FUTCOM
14-Feb-20,1420,35.50,6808.87,FUTCOM
17-Feb-20,1682,42.05,8134.37,FUTCOM
18-Feb-20,3777,94.43,18285.27,FUTCOM
19-Feb-20,2078,51.95,10020.64,FUTCOM
20-Feb-20,6774,169.35,32682.55,FUTCOM
21-Feb-20,561,14.03,2704.43,FUTCOM
24-Feb-20,6942,173.55,33080.93,FUTCOM
25-Feb-20,1055,26.38,5047.95,FUTCOM
26-Feb-20,2248,56.20,10669.07,FUTCOM
27-Feb-20,2924,73.10,13684.68,FUTCOM
28-Feb-20,5037,125.93,22910.88,FUTCOM
02-Mar-20,2900,72.50,13371.06,FUTCOM
03-Mar-20,2268,56.70,10565.86,FUTCOM
04-Mar-20,1547,38.68,7224.84,FUTCOM
05-Mar-20,2637,65.93,12389.74,FUTCOM
06-Mar-20,1403,35.08,6546.62,FUTCOM
09-Mar-20,1823,45.58,8390.70,FUTCOM
10-Mar-20,594,14.85,2768.29,FUTCOM
11-Mar-20,1389,34.73,6436.27,FUTCOM
12-Mar-20,2617,65.43,11935.26,FUTCOM
13-Mar-20,3417,85.43,15625.02,FUTCOM
16-Mar-20,2086,52.15,9419.76,FUTCOM
17-Mar-20,1983,49.58,9000.84,FUTCOM
18-Mar-20,2292,57.30,10242.76,FUTCOM
19-Mar-20,3860,96.50,16914.10,FUTCOM
20-Mar-20,4008,100.20,17366.29,FUTCOM
23-Mar-20,2148,53.70,8865.12,FUTCOM
24-Mar-20,11575,289.38,46900.57,FUTCOM
25-Mar-20,2361,59.03,9816.48,FUTCOM
26-Mar-20,613,15.33,2539.21,FUTCOM
27-Mar-20,654,16.35,2681.63,FUTCOM
30-Mar-20,595,14.88,2392.20,FUTCOM
31-Mar-20,1041,26.03,4207.03,FUTCOM
01-Apr-20,291,7.28,1179.38,FUTCOM
03-Apr-20,444,11.10,1808.17,FUTCOM
07-Apr-20,424,10.60,1751.09,FUTCOM
08-Apr-20,944,23.60,3946.57,FUTCOM
09-Apr-20,684,17.10,2863.85,FUTCOM
13-Apr-20,588,14.70,2465.94,FUTCOM
15-Apr-20,639,15.98,2629.19,FUTCOM
16-Apr-20,480,12.00,1994.30,FUTCOM
17-Apr-20,682,17.05,2828.29,FUTCOM
20-Apr-20,836,20.90,3431.57,FUTCOM
21-Apr-20,2500,62.50,10101.38,FUTCOM
22-Apr-20,3225,80.63,13002.86,FUTCOM
23-Apr-20,4923,123.08,20323.58,FUTCOM
24-Apr-20,2512,62.80,10328.54,FUTCOM
27-Apr-20,693,17.33,2838.26,FUTCOM
28-Apr-20,928,23.20,3747.93,FUTCOM
29-Apr-20,351,8.78,1423.77,FUTCOM
30-Apr-20,790,19.75,3220.89,FUTCOM
01-May-20,0,0.00,0.00,FUTCOM
04-May-20,1116,27.90,4428.49,FUTCOM
05-May-20,1737,43.43,6699.76,FUTCOM
06-May-20,1243,31.08,4684.90,FUTCOM
07-May-20,1292,32.30,4977.32,FUTCOM
08-May-20,1670,41.75,6544.69,FUTCOM
11-May-20,978,24.45,3844.10,FUTCOM
12-May-20,1039,25.98,4091.97,FUTCOM
13-May-20,1363,34.08,5404.68,FUTCOM
14-May-20,1229,30.73,4840.77,FUTCOM
15-May-20,947,23.68,3759.36,FUTCOM
18-May-20,1058,26.45,4181.08,FUTCOM
19-May-20,981,24.53,3904.70,FUTCOM
20-May-20,1415,35.38,5701.83,FUTCOM
21-May-20,2094,52.35,8337.99,FUTCOM
22-May-20,4849,121.23,19033.74,FUTCOM
25-May-20,0,0.00,0.00,FUTCOM
26-May-20,775,19.38,3064.68,FUTCOM
27-May-20,741,18.53,2937.74,FUTCOM
28-May-20,135,3.38,535.26,FUTCOM
29-May-20,416,10.40,1637.81,FUTCOM
01-Jun-20,685,17.13,2740.30,FUTCOM
02-Jun-20,730,18.25,2969.65,FUTCOM
03-Jun-20,778,19.45,3145.42,FUTCOM
04-Jun-20,537,13.43,2179.19,FUTCOM
05-Jun-20,1144,28.60,4716.41,FUTCOM
08-Jun-20,1099,27.48,4587.40,FUTCOM
09-Jun-20,1101,27.53,4583.35,FUTCOM
10-Jun-20,753,18.83,3128.13,FUTCOM
11-Jun-20,383,9.58,1588.73,FUTCOM
12-Jun-20,968,24.20,3994.87,FUTCOM
15-Jun-20,2307,57.68,9348.41,FUTCOM
16-Jun-20,1761,44.03,7034.22,FUTCOM
17-Jun-20,1242,31.05,4985.58,FUTCOM
18-Jun-20,723,18.08,2921.83,FUTCOM
19-Jun-20,879,21.98,3558.51,FUTCOM
22-Jun-20,1627,40.68,6531.69,FUTCOM
23-Jun-20,2652,66.30,10581.48,FUTCOM
24-Jun-20,2670,66.75,10615.08,FUTCOM
25-Jun-20,1103,27.58,4382.12,FUTCOM
26-Jun-20,826,20.65,3288.19,FUTCOM
29-Jun-20,1431,35.78,5637.95,FUTCOM
30-Jun-20,401,10.03,1582.94,FUTCOM
01-Jul-20,1159,28.98,4634.47,FUTCOM
02-Jul-20,824,20.60,3301.56,FUTCOM
03-Jul-20,554,13.85,2214.62,FUTCOM
06-Jul-20,884,22.10,3550.30,FUTCOM
07-Jul-20,993,24.83,4024.72,FUTCOM
08-Jul-20,351,8.78,1421.10,FUTCOM
09-Jul-20,854,21.35,3469.29,FUTCOM
10-Jul-20,741,18.53,2994.04,FUTCOM
13-Jul-20,1124,28.10,4517.56,FUTCOM
14-Jul-20,784,19.60,3134.09,FUTCOM
15-Jul-20,634,15.85,2553.97,FUTCOM
16-Jul-20,994,24.85,4015.30,FUTCOM
17-Jul-20,778,19.45,3155.94,FUTCOM
20-Jul-20,1122,28.05,4558.37,FUTCOM
21-Jul-20,1754,43.85,7154.38,FUTCOM
22-Jul-20,1059,26.48,4290.42,FUTCOM
23-Jul-20,1064,26.60,4310.24,FUTCOM
24-Jul-20,2753,68.83,11037.30,FUTCOM
27-Jul-20,3068,76.70,12219.41,FUTCOM
28-Jul-20,659,16.48,2645.06,FUTCOM
29-Jul-20,267,6.68,1075.34,FUTCOM
